State Name,Year,Accident Severity,Speed Limit (km/h),Driver Age,Driver Gender,Alcohol Involvement,Number of Fatalities
Kerala,2021,Severe,56,70,Female,0,7
Karnataka,2005,Moderate,82,67,Male,0,8
Karnataka,2006,Severe,88,27,Male,0,10
Tamil Nadu,2014,Minor,44,23,Male,0,5
Maharashtra,2010,Severe,40,51,Female,0,10
Tamil Nadu,2023,Moderate,106,48,Male,0,13
Kerala,2002,Moderate,63,69,Male,0,6
Andhra Pradesh,2005,Minor,68,60,Female,0,7
Andhra Pradesh,2001,Minor,54,67,Male,0,6
Karnataka,2013,Minor,43,63,Female,1,8
Andhra Pradesh,2008,Severe,83,69,Female,1,12
Andhra Pradesh,2017,Minor,104,30,Male,0,9
Andhra Pradesh,2018,Moderate,118,56,Male,0,12
Kerala,2011,Minor,70,70,Male,0,5
Andhra Pradesh,2012,Minor,59,37,Male,1,9
Telangana,2011,Minor,49,49,Female,0,3
Andhra Pradesh,2011,Severe,50,27,Male,1,11
Andhra Pradesh,2017,Severe,67,43,Male,1,13
Tamil Nadu,2008,Severe,77,36,Female,1,13
Kerala,2016,Severe,119,46,Male,1,11
Karnataka,2020,Minor,63,30,Male,0,5
Tamil Nadu,2015,Severe,78,51,Female,0,10
Maharashtra,2016,Moderate,90,37,Male,0,11
Kerala,2020,Severe,115,61,Female,0,10
Telangana,2023,Minor,89,57,Male,0,9
Kerala,2007,Severe,46,35,Male,1,8
Maharashtra,2010,Minor,120,51,Female,1,11
Maharashtra,2023,Minor,107,65,Female,0,10
Maharashtra,2001,Minor,92,25,Male,1,9
Karnataka,2007,Minor,76,33,Male,1,8
Andhra Pradesh,2011,Moderate,93,57,Female,0,10
Kerala,2020,Severe,94,40,Male,1,11
Andhra Pradesh,2000,Severe,114,49,Male,1,13
Andhra Pradesh,2022,Minor,70,30,Male,0,9
Telangana,2012,Minor,104,43,Male,1,10
Maharashtra,2021,Minor,98,55,Male,0,10
Karnataka,2020,Severe,86,18,Male,1,12
Telangana,2016,Minor,88,19,Female,1,8
Tamil Nadu,2013,Moderate,57,56,Male,0,8
Karnataka,2013,Minor,42,30,Male,1,6
Andhra Pradesh,2015,Moderate,57,44,Male,1,12
Karnataka,2016,Minor,97,21,Male,0,6
Maharashtra,2005,Minor,110,58,Female,1,11
Tamil Nadu,2006,Minor,120,68,Male,1,10
Maharashtra,2000,Minor,64,37,Male,0,7
Tamil Nadu,2024,Minor,57,20,Male,0,7
Telangana,2014,Moderate,91,40,Female,1,11
Andhra Pradesh,2019,Minor,82,19,Male,1,10
Tamil Nadu,2020,Minor,106,33,Male,0,9
Tamil Nadu,2017,Minor,46,27,Female,1,8
Tamil Nadu,2012,Severe,113,45,Female,0,11
Karnataka,2023,Moderate,83,61,Female,1,9
Telangana,2001,Moderate,83,35,Female,0,6
Karnataka,2018,Minor,90,19,Female,0,7
Andhra Pradesh,2014,Minor,118,31,Male,0,8
Tamil Nadu,2011,Minor,60,61,Male,0,5
Telangana,2014,Moderate,76,37,Male,1,9
Telangana,2024,Moderate,67,57,Female,1,11
Kerala,2017,Severe,71,40,Female,0,7
Andhra Pradesh,2013,Severe,96,24,Male,0,10
Telangana,2005,Moderate,80,62,Female,0,7
Tamil Nadu,2011,Moderate,93,64,Female,1,11
Tamil Nadu,2019,Minor,66,31,Female,0,8
Telangana,2022,Minor,113,54,Male,1,11
Karnataka,2005,Severe,79,25,Female,1,9
Andhra Pradesh,2008,Minor,80,67,Male,0,8
Tamil Nadu,2024,Severe,109,22,Male,1,13
Telangana,2003,Moderate,63,40,Female,1,7
Tamil Nadu,2016,Moderate,57,58,Male,0,9
Telangana,2001,Minor,113,27,Female,1,8
Andhra Pradesh,2015,Moderate,95,66,Female,0,10
Telangana,2023,Moderate,54,44,Male,1,10
Kerala,2013,Minor,111,52,Female,0,7
Telangana,2007,Minor,74,18,Male,1,7
Telangana,2013,Minor,66,24,Female,1,6
Andhra Pradesh,2001,Moderate,42,64,Male,1,9
Telangana,2015,Minor,60,68,Male,0,6
Andhra Pradesh,2003,Moderate,78,25,Female,1,8
Kerala,2000,Moderate,71,28,Male,1,7
Andhra Pradesh,2022,Minor,89,51,Male,1,11
Tamil Nadu,2019,Moderate,48,69,Male,0,9
Andhra Pradesh,2013,Minor,89,45,Female,0,7
Kerala,2007,Moderate,40,51,Male,0,6
Maharashtra,2024,Minor,43,60,Female,1,8
Telangana,2024,Minor,43,37,Female,1,8
Andhra Pradesh,2002,Minor,73,45,Male,0,6
Telangana,2004,Severe,66,66,Female,0,8
Karnataka,2005,Minor,54,59,Female,1,7
Tamil Nadu,2021,Minor,71,54,Male,1,9
Tamil Nadu,2007,Minor,80,20,Female,1,6
Karnataka,2005,Minor,110,26,Female,0,7
Karnataka,2005,Severe,100,69,Female,1,11
Andhra Pradesh,2003,Moderate,102,39,Male,0,9
Karnataka,2006,Severe,100,42,Female,0,7
Maharashtra,2023,Minor,53,19,Male,0,6
Telangana,2018,Minor,62,40,Male,0,6
Telangana,2006,Moderate,104,68,Male,1,12
Kerala,2002,Moderate,71,34,Male,0,5
Karnataka,2007,Minor,80,42,Female,1,8
Karnataka,2000,Moderate,65,29,Male,0,7
Maharashtra,2000,Severe,87,44,Female,0,11
Tamil Nadu,2013,Minor,112,37,Female,0,9
Tamil Nadu,2005,Moderate,55,26,Male,0,8
Telangana,2009,Minor,70,40,Male,1,7
Telangana,2024,Severe,105,53,Female,1,13
Andhra Pradesh,2013,Moderate,71,45,Male,1,11
Maharashtra,2003,Minor,49,67,Male,1,8
Kerala,2005,Moderate,64,65,Male,0,6
Kerala,2015,Severe,84,46,Female,1,11
Maharashtra,2020,Moderate,63,70,Female,1,13
Kerala,2000,Minor,42,59,Female,0,3
Tamil Nadu,2005,Moderate,101,49,Female,0,7
Kerala,2008,Moderate,118,29,Male,0,6
Kerala,2014,Minor,106,47,Female,1,8
Maharashtra,2011,Minor,94,28,Female,1,12
Maharashtra,2002,Moderate,49,54,Female,0,7
Kerala,2010,Moderate,94,37,Female,1,8
Karnataka,2014,Minor,61,28,Female,0,5
Maharashtra,2002,Severe,53,65,Male,0,9
Andhra Pradesh,2013,Moderate,112,64,Female,1,13
Andhra Pradesh,2001,Minor,47,55,Male,0,6
Tamil Nadu,2003,Minor,54,62,Female,1,9
Kerala,2018,Moderate,54,33,Female,0,6
Karnataka,2011,Moderate,91,52,Male,0,8
Tamil Nadu,2001,Moderate,109,67,Female,0,10
Kerala,2016,Minor,93,18,Male,0,5
Maharashtra,2002,Moderate,115,42,Female,1,11
Andhra Pradesh,2009,Severe,81,66,Male,0,10
Telangana,2015,Minor,58,44,Female,0,5
Karnataka,2021,Minor,79,69,Male,1,11
Telangana,2008,Severe,108,49,Female,0,10
Andhra Pradesh,2010,Minor,66,23,Male,1,8
Telangana,2020,Minor,113,58,Female,1,10
Maharashtra,2014,Minor,82,53,Female,1,10
Kerala,2002,Minor,91,56,Male,0,5
Maharashtra,2015,Moderate,85,40,Male,1,12
Telangana,2020,Minor,53,46,Male,0,5
Maharashtra,2020,Severe,103,47,Male,1,15
Andhra Pradesh,2020,Moderate,100,39,Female,1,12
Karnataka,2011,Moderate,97,28,Male,1,9
Maharashtra,2022,Minor,88,43,Male,0,10
Andhra Pradesh,2004,Moderate,118,40,Female,1,11
Karnataka,2006,Moderate,68,20,Male,1,8
Kerala,2008,Severe,65,65,Male,0,7
Telangana,2020,Severe,66,23,Male,1,10
Kerala,2017,Moderate,106,24,Female,1,10
Tamil Nadu,2020,Moderate,106,61,Male,1,12
Andhra Pradesh,2007,Severe,74,56,Female,0,9
Karnataka,2011,Moderate,99,68,Female,1,11
Maharashtra,2019,Minor,100,39,Female,0,11
Kerala,2001,Minor,109,65,Female,0,6
Karnataka,2009,Severe,117,67,Female,0,10
Andhra Pradesh,2018,Minor,42,59,Female,1,8
Tamil Nadu,2008,Severe,72,50,Male,1,12
Kerala,2024,Minor,81,57,Male,0,7
Telangana,2023,Moderate,52,20,Male,0,8
Karnataka,2007,Moderate,68,47,Female,0,6
Telangana,2023,Minor,48,65,Male,1,9
Karnataka,2023,Moderate,71,41,Female,1,11
Karnataka,2023,Moderate,61,20,Female,1,8
Andhra Pradesh,2000,Moderate,97,19,Male,0,7
Andhra Pradesh,2005,Moderate,96,61,Male,0,9
Andhra Pradesh,2011,Minor,49,57,Male,0,6
Maharashtra,2024,Moderate,64,36,Male,1,10
Karnataka,2023,Minor,101,41,Male,1,10
Kerala,2018,Minor,102,67,Female,1,7
Telangana,2016,Severe,115,37,Female,0,9
Andhra Pradesh,2001,Moderate,42,64,Female,1,8
Andhra Pradesh,2010,Moderate,86,66,Male,1,12
Telangana,2017,Moderate,94,67,Female,0,9
Telangana,2022,Minor,65,48,Male,1,7
Karnataka,2021,Moderate,52,67,Female,1,9
Andhra Pradesh,2010,Severe,46,58,Male,1,10
Telangana,2017,Minor,73,48,Female,1,8
Maharashtra,2007,Severe,61,54,Female,0,10
Maharashtra,2014,Moderate,62,60,Female,0,8
Andhra Pradesh,2008,Minor,87,46,Female,0,6
Telangana,2014,Moderate,53,21,Male,0,4
Karnataka,2006,Minor,91,27,Female,1,7
Karnataka,2019,Minor,78,53,Female,0,6
Karnataka,2012,Severe,80,52,Female,0,8
Tamil Nadu,2012,Severe,75,65,Female,0,9
Andhra Pradesh,2000,Severe,45,38,Female,0,8
Karnataka,2019,Severe,62,60,Male,1,12
Maharashtra,2003,Severe,49,58,Female,0,8
Telangana,2023,Severe,99,18,Female,1,12
Kerala,2003,Minor,69,59,Female,1,5
Kerala,2003,Moderate,109,29,Male,1,9
Karnataka,2012,Minor,44,41,Female,0,4
Kerala,2001,Moderate,118,19,Male,1,9
Kerala,2022,Severe,96,64,Female,0,11
Tamil Nadu,2014,Minor,82,37,Male,0,8
Maharashtra,2003,Moderate,91,33,Male,1,12
Maharashtra,2005,Moderate,116,51,Male,1,13
Tamil Nadu,2002,Minor,45,30,Male,1,5
Tamil Nadu,2006,Minor,41,35,Male,1,7
Kerala,2005,Moderate,56,46,Male,1,7
Andhra Pradesh,2002,Minor,51,68,Female,1,8
Telangana,2003,Moderate,83,60,Female,0,6
Telangana,2009,Moderate,93,31,Male,0,7
Kerala,2020,Moderate,117,47,Male,1,11
Telangana,2008,Minor,46,52,Female,0,6
Tamil Nadu,2005,Moderate,71,26,Male,0,8
Maharashtra,2019,Minor,68,54,Female,0,9
Telangana,2010,Severe,85,63,Male,0,10
Kerala,2006,Minor,112,56,Female,0,5
Andhra Pradesh,2017,Severe,117,29,Male,1,14
Kerala,2003,Moderate,92,38,Male,1,9
Karnataka,2004,Severe,120,35,Female,0,9
Kerala,2003,Minor,64,28,Female,0,2
Tamil Nadu,2003,Minor,92,44,Male,1,8
Maharashtra,2012,Moderate,68,41,Female,1,11
Maharashtra,2015,Minor,120,58,Male,0,11
Telangana,2024,Severe,45,60,Male,1,12
Tamil Nadu,2013,Minor,115,67,Male,1,13
Karnataka,2010,Severe,77,51,Male,0,10
Tamil Nadu,2001,Severe,42,37,Female,0,7
Kerala,2021,Minor,74,30,Male,1,8
Tamil Nadu,2013,Moderate,94,64,Male,0,11
Tamil Nadu,2023,Minor,86,25,Female,0,8
Karnataka,2023,Minor,72,54,Female,0,8
Kerala,2006,Minor,42,22,Male,0,3
Andhra Pradesh,2010,Severe,108,24,Male,1,13
Andhra Pradesh,2003,Moderate,98,61,Male,0,9
Maharashtra,2006,Moderate,117,69,Male,1,12
Telangana,2015,Minor,57,29,Female,0,5
Tamil Nadu,2005,Moderate,116,58,Male,0,11
Maharashtra,2005,Minor,105,21,Female,0,8
Karnataka,2001,Minor,64,57,Male,0,4
Andhra Pradesh,2023,Minor,59,36,Female,0,7
Tamil Nadu,2007,Moderate,110,18,Female,0,8
Karnataka,2006,Moderate,114,60,Male,0,9
Telangana,2024,Minor,108,30,Female,0,6
Karnataka,2023,Severe,68,67,Female,1,11
Tamil Nadu,2013,Minor,57,70,Female,1,9
Telangana,2008,Moderate,111,69,Female,1,11
Karnataka,2014,Minor,66,59,Male,1,9
Telangana,2024,Minor,81,62,Female,1,11
Tamil Nadu,2021,Severe,105,42,Male,0,12
Tamil Nadu,2017,Severe,65,61,Female,0,10
Telangana,2011,Moderate,62,62,Male,0,8
Kerala,2022,Severe,44,51,Male,0,8
Maharashtra,2018,Severe,119,52,Female,1,14
Karnataka,2012,Moderate,50,34,Male,1,7
Karnataka,2006,Severe,58,43,Female,1,11
Kerala,2024,Minor,119,38,Male,1,10
Kerala,2009,Moderate,51,68,Female,0,6
Kerala,2009,Severe,41,29,Female,0,6
Andhra Pradesh,2001,Minor,82,33,Male,0,6
Andhra Pradesh,2013,Severe,61,69,Male,1,13
Telangana,2012,Minor,65,37,Female,1,9
Andhra Pradesh,2021,Severe,72,27,Female,0,10
Tamil Nadu,2005,Minor,63,40,Female,0,5
Telangana,2008,Minor,108,64,Female,0,8
Karnataka,2012,Minor,60,47,Male,1,7
Maharashtra,2008,Severe,85,25,Male,1,12
Tamil Nadu,2012,Minor,57,68,Male,0,8
Karnataka,2004,Moderate,44,22,Male,1,6
Karnataka,2013,Moderate,47,29,Female,0,5
Telangana,2004,Minor,96,59,Female,0,5
Kerala,2008,Severe,44,31,Male,0,4
Kerala,2007,Minor,52,29,Female,1,4
Tamil Nadu,2006,Moderate,105,41,Female,1,11
Kerala,2007,Moderate,76,62,Male,1,10
Karnataka,2021,Minor,68,70,Male,1,9
Kerala,2002,Minor,108,70,Male,1,8
Andhra Pradesh,2022,Moderate,71,34,Male,0,9
Kerala,2023,Severe,87,18,Male,0,9
Karnataka,2014,Minor,41,59,Male,1,7
Telangana,2007,Minor,108,54,Male,1,10
Tamil Nadu,2000,Severe,90,28,Female,0,8
Maharashtra,2006,Minor,74,59,Female,1,9
Kerala,2018,Moderate,54,23,Female,1,7
Karnataka,2001,Moderate,111,32,Male,1,10
Maharashtra,2013,Minor,104,58,Male,1,14
Maharashtra,2017,Moderate,77,57,Male,0,12
Andhra Pradesh,2014,Severe,56,40,Female,1,11
Maharashtra,2013,Moderate,119,40,Male,0,11
Telangana,2023,Moderate,84,55,Female,1,11
Karnataka,2024,Moderate,40,55,Male,1,9
Karnataka,2018,Moderate,42,66,Female,0,7
Kerala,2018,Minor,109,29,Female,0,6
Kerala,2021,Moderate,91,24,Male,1,10
Kerala,2016,Minor,92,54,Male,0,5
Telangana,2021,Minor,42,33,Female,0,4
Maharashtra,2018,Severe,86,55,Female,0,13
Maharashtra,2015,Severe,114,57,Male,1,14
Andhra Pradesh,2019,Severe,45,52,Male,1,11
Telangana,2024,Minor,85,57,Male,1,10
Kerala,2018,Severe,100,46,Male,1,13
Tamil Nadu,2000,Moderate,82,56,Female,0,8
Andhra Pradesh,2018,Severe,95,34,Male,1,13
Tamil Nadu,2006,Severe,109,68,Female,1,13
Maharashtra,2022,Severe,59,43,Male,1,13
Andhra Pradesh,2010,Severe,86,37,Female,0,9
Andhra Pradesh,2004,Minor,93,63,Male,0,7
Karnataka,2016,Moderate,80,42,Female,1,11
Maharashtra,2010,Minor,114,55,Male,0,11
Maharashtra,2023,Moderate,105,56,Male,0,12
Telangana,2007,Severe,70,54,Male,1,10
Andhra Pradesh,2009,Minor,103,36,Male,0,9
Maharashtra,2011,Moderate,97,38,Female,0,9
Andhra Pradesh,2009,Moderate,94,49,Male,1,12
Telangana,2012,Minor,85,45,Male,1,8
Telangana,2017,Minor,63,56,Male,0,7
Karnataka,2009,Minor,116,58,Male,1,10
Andhra Pradesh,2018,Minor,76,29,Female,0,7
Maharashtra,2019,Moderate,80,64,Male,0,12
Maharashtra,2016,Moderate,64,32,Female,1,10
Andhra Pradesh,2019,Minor,68,45,Male,0,7
Andhra Pradesh,2015,Severe,70,38,Male,0,10
Andhra Pradesh,2004,Moderate,41,33,Female,0,7
Kerala,2002,Moderate,51,40,Male,1,7
Maharashtra,2014,Minor,44,69,Male,0,8
Telangana,2001,Moderate,100,43,Male,0,8
Maharashtra,2012,Minor,95,32,Male,0,9
Kerala,2021,Moderate,117,54,Male,1,13
Andhra Pradesh,2007,Moderate,110,29,Female,1,10
Karnataka,2022,Minor,76,21,Male,1,8
Andhra Pradesh,2016,Severe,75,52,Male,0,10
Andhra Pradesh,2003,Moderate,113,48,Male,1,10
Kerala,2018,Minor,68,44,Female,1,8
Maharashtra,2021,Severe,119,49,Female,0,13
Andhra Pradesh,2024,Moderate,77,50,Female,1,13
Maharashtra,2008,Moderate,80,30,Male,0,8
Tamil Nadu,2022,Moderate,72,54,Male,0,10
Telangana,2014,Minor,120,61,Male,0,8
Maharashtra,2008,Severe,52,19,Male,0,10
Karnataka,2023,Moderate,45,55,Male,0,8
Telangana,2020,Minor,105,54,Female,1,11
Karnataka,2008,Severe,47,67,Male,0,9
Andhra Pradesh,2013,Moderate,103,22,Female,0,9
Telangana,2022,Moderate,48,35,Female,0,7
Maharashtra,2020,Severe,62,65,Female,0,10
Telangana,2015,Minor,110,34,Male,0,8
Andhra Pradesh,2023,Minor,60,19,Male,0,7
Kerala,2022,Minor,40,66,Female,0,5
Karnataka,2024,Severe,85,59,Female,1,13
Andhra Pradesh,2016,Minor,101,52,Female,1,10
Kerala,2012,Minor,41,31,Female,1,4
Telangana,2008,Minor,114,68,Female,0,7
Telangana,2014,Minor,83,29,Male,1,8
Andhra Pradesh,2006,Moderate,44,50,Female,1,7
Maharashtra,2000,Severe,78,24,Female,0,8
Telangana,2000,Minor,105,56,Male,1,9
Maharashtra,2004,Moderate,120,62,Female,0,11
Maharashtra,2023,Severe,84,26,Female,0,11
Maharashtra,2008,Moderate,114,22,Female,0,11
Tamil Nadu,2011,Severe,52,21,Female,0,8
Kerala,2005,Moderate,71,49,Male,1,8
Kerala,2012,Minor,82,22,Male,0,5
Telangana,2007,Severe,47,69,Female,1,10
Telangana,2014,Moderate,113,61,Female,1,14
Maharashtra,2005,Minor,98,25,Female,0,7
Tamil Nadu,2005,Minor,50,30,Female,1,7
Maharashtra,2003,Severe,67,21,Male,0,10
Tamil Nadu,2010,Severe,78,69,Male,0,12
Maharashtra,2020,Moderate,65,28,Male,0,9
Karnataka,2017,Severe,111,32,Female,1,14
Karnataka,2002,Moderate,65,63,Male,0,7
Andhra Pradesh,2002,Minor,71,35,Female,1,7
Maharashtra,2011,Moderate,85,37,Female,1,12
Telangana,2020,Moderate,67,18,Male,0,8
Kerala,2020,Moderate,46,18,Female,0,4
Andhra Pradesh,2005,Minor,74,28,Male,1,7
Telangana,2020,Minor,105,46,Male,1,10
Karnataka,2005,Severe,61,46,Female,0,8
Maharashtra,2007,Severe,61,41,Male,0,11
Andhra Pradesh,2014,Moderate,42,37,Female,0,7
Maharashtra,2017,Severe,85,47,Female,0,12
Karnataka,2019,Moderate,89,55,Male,0,8
Andhra Pradesh,2015,Severe,47,22,Male,1,10
Karnataka,2005,Minor,43,62,Male,1,7
Tamil Nadu,2020,Minor,54,27,Male,1,9
Karnataka,2016,Moderate,83,23,Male,0,7
Maharashtra,2008,Minor,78,21,Female,0,6
Kerala,2018,Moderate,115,21,Female,0,8
Karnataka,2017,Severe,68,24,Male,0,9
Telangana,2024,Moderate,112,65,Male,1,14
Kerala,2022,Severe,101,50,Male,1,12
Tamil Nadu,2004,Moderate,73,26,Female,1,11
Andhra Pradesh,2005,Moderate,65,43,Female,1,9
Andhra Pradesh,2011,Moderate,57,68,Female,0,8
Kerala,2010,Minor,102,69,Male,1,9
Andhra Pradesh,2015,Minor,91,64,Female,0,9
Karnataka,2019,Moderate,93,58,Male,1,11
Kerala,2016,Severe,81,38,Male,1,8
Maharashtra,2019,Moderate,93,69,Male,0,11
Karnataka,2008,Minor,91,39,Female,0,4
Karnataka,2000,Minor,52,50,Female,0,4
Karnataka,2002,Severe,71,50,Male,0,7
Maharashtra,2020,Moderate,120,65,Male,1,15
Tamil Nadu,2022,Severe,105,22,Male,0,10
Telangana,2008,Moderate,97,38,Female,1,9
Andhra Pradesh,2021,Moderate,78,44,Female,1,11
Kerala,2018,Moderate,66,58,Male,1,9
Tamil Nadu,2012,Minor,117,18,Male,1,10
Kerala,2022,Moderate,93,68,Male,0,8
Andhra Pradesh,2013,Moderate,118,33,Male,0,10
Maharashtra,2019,Moderate,111,52,Female,1,13
Karnataka,2018,Severe,112,53,Female,1,13
Karnataka,2022,Minor,82,61,Female,0,7
Maharashtra,2006,Moderate,91,49,Male,0,10
Tamil Nadu,2003,Minor,53,46,Female,1,6
Tamil Nadu,2011,Minor,47,56,Female,1,8
Kerala,2022,Moderate,74,64,Female,1,11
Maharashtra,2013,Minor,57,40,Male,0,7
Tamil Nadu,2001,Moderate,94,32,Female,0,8
Maharashtra,2000,Minor,117,43,Female,1,11
Andhra Pradesh,2017,Minor,91,54,Male,1,11
Karnataka,2019,Minor,111,42,Male,1,11
Karnataka,2007,Minor,88,19,Male,1,7
Karnataka,2002,Severe,47,29,Male,1,9
Maharashtra,2005,Moderate,76,36,Female,1,10
Maharashtra,2021,Severe,105,49,Male,0,15
Kerala,2012,Minor,120,40,Female,0,5
Karnataka,2008,Severe,116,22,Male,0,11
Kerala,2008,Moderate,117,42,Male,0,9
Karnataka,2019,Minor,80,52,Female,0,7
Kerala,2008,Moderate,112,46,Male,1,9
Kerala,2014,Moderate,66,55,Male,0,6
Andhra Pradesh,2012,Moderate,59,62,Female,1,10
Kerala,2021,Moderate,77,37,Female,0,5
Maharashtra,2015,Moderate,51,64,Male,1,10
Kerala,2001,Minor,81,53,Male,1,7
Karnataka,2013,Moderate,89,69,Male,1,12
Kerala,2005,Severe,70,24,Female,1,10
Tamil Nadu,2001,Minor,116,39,Female,0,7
Telangana,2007,Moderate,104,35,Male,0,7
Karnataka,2003,Moderate,92,70,Female,0,7
Tamil Nadu,2020,Severe,79,38,Female,1,13
Karnataka,2023,Moderate,112,39,Male,1,12
Maharashtra,2013,Minor,78,56,Male,0,8
Telangana,2010,Moderate,49,29,Male,1,8
Telangana,2023,Moderate,68,28,Male,0,7
Maharashtra,2013,Moderate,79,29,Female,1,11
Telangana,2011,Moderate,69,43,Male,1,10
Maharashtra,2015,Moderate,41,47,Male,1,10
Tamil Nadu,2005,Severe,67,32,Female,1,10
Andhra Pradesh,2019,Moderate,86,25,Female,0,8
Karnataka,2000,Moderate,71,60,Female,1,8
Maharashtra,2011,Minor,117,70,Female,0,9
Karnataka,2006,Minor,71,35,Female,1,4
Tamil Nadu,2007,Severe,66,27,Female,0,8
Andhra Pradesh,2008,Moderate,93,25,Female,0,7
Tamil Nadu,2001,Moderate,95,55,Male,0,8
Telangana,2016,Severe,70,52,Male,1,11
Karnataka,2019,Minor,63,37,Female,0,6
Andhra Pradesh,2012,Severe,74,29,Male,0,10
Telangana,2004,Severe,69,66,Female,1,10
Andhra Pradesh,2009,Severe,94,20,Male,0,10
Telangana,2011,Minor,103,37,Female,1,9
Tamil Nadu,2016,Moderate,72,67,Female,0,10
Maharashtra,2020,Minor,85,29,Female,0,10
Karnataka,2005,Moderate,72,41,Female,0,6
Kerala,2002,Moderate,107,33,Female,1,7
Kerala,2014,Minor,103,27,Female,0,6
Tamil Nadu,2006,Moderate,69,36,Male,0,6
Karnataka,2005,Moderate,118,58,Male,1,11
Karnataka,2003,Severe,68,31,Male,1,10
Tamil Nadu,2018,Moderate,101,69,Male,1,13
Karnataka,2004,Minor,69,31,Male,1,8
Maharashtra,2002,Minor,51,39,Male,1,8
Tamil Nadu,2024,Severe,106,21,Female,1,14
Maharashtra,2008,Moderate,54,64,Female,1,11
Karnataka,2005,Moderate,49,69,Male,0,7
Tamil Nadu,2012,Minor,100,51,Female,0,7
Karnataka,2021,Minor,62,35,Male,0,6
Tamil Nadu,2019,Severe,50,51,Male,1,12
Karnataka,2003,Severe,55,35,Female,0,7
Maharashtra,2001,Minor,88,57,Female,1,11
Maharashtra,2003,Moderate,119,48,Male,0,10
Karnataka,2007,Minor,53,59,Female,0,4
Tamil Nadu,2012,Severe,45,37,Female,1,11
Kerala,2009,Moderate,81,53,Male,0,7
Maharashtra,2017,Severe,56,59,Male,1,13
Maharashtra,2008,Moderate,81,27,Male,0,9
Telangana,2000,Severe,49,20,Male,1,8
Kerala,2012,Severe,85,38,Female,1,9
Karnataka,2017,Minor,88,53,Male,1,9
Tamil Nadu,2014,Severe,48,27,Female,1,11
Telangana,2001,Severe,118,24,Female,0,9
Karnataka,2010,Minor,78,39,Male,1,8
Andhra Pradesh,2013,Severe,41,40,Female,0,8
Maharashtra,2021,Moderate,107,29,Male,0,11
Andhra Pradesh,2014,Severe,91,56,Female,0,11
Maharashtra,2013,Minor,50,30,Female,1,7
Maharashtra,2015,Moderate,76,57,Female,1,12
Andhra Pradesh,2022,Minor,111,30,Male,1,12
Andhra Pradesh,2014,Severe,61,50,Female,1,11
Karnataka,2018,Severe,91,48,Male,0,10
Telangana,2008,Moderate,44,65,Female,1,7
Telangana,2004,Moderate,41,68,Male,1,8
Andhra Pradesh,2004,Moderate,44,45,Female,0,8
Karnataka,2010,Minor,71,36,Female,0,5
Telangana,2019,Moderate,58,38,Female,1,9
Karnataka,2024,Moderate,43,49,Male,0,6
Karnataka,2023,Minor,85,43,Female,1,9
Maharashtra,2003,Minor,65,30,Male,1,9
Telangana,2019,Moderate,89,46,Female,0,8
Telangana,2017,Moderate,65,24,Male,1,9
Maharashtra,2024,Severe,110,64,Female,0,13
Andhra Pradesh,2002,Minor,71,43,Female,0,5
Maharashtra,2003,Minor,83,23,Female,0,7
Telangana,2013,Moderate,65,49,Male,1,8
Telangana,2006,Moderate,100,53,Male,1,10
Andhra Pradesh,2007,Moderate,90,40,Female,1,11
Maharashtra,2023,Moderate,98,69,Male,0,13
Tamil Nadu,2015,Moderate,77,28,Male,1,11
Tamil Nadu,2019,Moderate,65,38,Female,1,11
Andhra Pradesh,2014,Minor,84,36,Female,0,7
Maharashtra,2006,Minor,70,51,Female,0,7
Maharashtra,2016,Minor,109,66,Female,0,9
Karnataka,2021,Minor,84,64,Male,1,12
Telangana,2021,Minor,70,69,Male,0,8
Kerala,2021,Minor,100,67,Female,0,8
Andhra Pradesh,2011,Severe,87,61,Male,0,12
Kerala,2017,Minor,84,52,Male,1,9
Kerala,2023,Minor,99,66,Male,1,10
Andhra Pradesh,2013,Severe,100,48,Female,0,11
Maharashtra,2014,Moderate,91,63,Female,0,10
Andhra Pradesh,2014,Moderate,91,46,Female,1,12
Kerala,2004,Moderate,115,23,Female,1,8
Telangana,2015,Moderate,120,53,Female,1,11
Telangana,2004,Minor,101,70,Male,0,8
Telangana,2001,Minor,65,48,Female,1,8
Maharashtra,2019,Severe,106,49,Female,0,12
Tamil Nadu,2024,Minor,118,57,Male,1,13
Andhra Pradesh,2008,Minor,88,37,Female,1,8
Telangana,2021,Moderate,83,39,Male,0,9
Andhra Pradesh,2008,Minor,75,20,Male,1,7
Telangana,2003,Moderate,92,25,Female,0,6
Maharashtra,2014,Severe,83,62,Male,1,14
Tamil Nadu,2010,Severe,61,36,Male,0,10
Tamil Nadu,2000,Severe,41,48,Male,1,8
Telangana,2017,Minor,46,49,Female,0,5
Maharashtra,2000,Severe,55,32,Male,0,9
Karnataka,2007,Minor,83,56,Male,0,7
Andhra Pradesh,2024,Minor,104,48,Male,0,9
Andhra Pradesh,2015,Moderate,112,20,Male,0,10
Kerala,2021,Moderate,110,68,Male,0,10
Maharashtra,2017,Minor,108,49,Female,1,11
Kerala,2021,Moderate,100,27,Male,1,10
Telangana,2008,Severe,69,45,Male,0,8
Kerala,2011,Minor,81,44,Female,0,3
Tamil Nadu,2018,Moderate,113,65,Male,1,15
Andhra Pradesh,2024,Minor,64,63,Male,0,8
Kerala,2017,Moderate,110,57,Male,1,11
Tamil Nadu,2004,Minor,96,60,Female,1,8
